TicketID,ExhibitionID,ArtistID,AttendeeName,AttendeeCity,Price,Qty,BookingDate,PaymentStatus
31,31,31,Mrs. Sophia,Mumbai,516.39,43,1953-07-03,N
32,32,32,Ms. Alice,DBX,177.16,63,1978-04-20,Y
33,33,33, John,Dubai,35.71,33,2011-04-13,False
34,34,34,Mrs. John,SYD,542.82,25,1951-06-06,
35,35,35,Ms. Robert,Berlin,576.35,24,1975-09-28,N
36,36,36, Sophia,Paris,547.64,31,1968-11-09,True
37,37,37,Dr. Emily,NYC,120.8,11,2017-07-18,Yes
38,38,38,Dr. Robert,PAR,433.9,82,2006-04-05,No
39,39,39,Mr. Emily,Sydney,425.06,61,1986-03-26,Y
40,40,40,Mr. Michael,Berlin,965.2,79,13sKhu,Y
41,41,41,Ms. Alice,Sydney,322.99,14,1969-02-03,Y
42,42,42,Mr. Olivia,LON,827.53,13,1951-06-25,False
43,43,43,Mrs. David,PAR,396.56,3,2011-12-14,No
44,44,44,Mrs. Robert,DBX,814.65,59,2024-10-22,Y
45,45,45,Dr. Alice,Sydney,605.8,46,THOVnE,Yes
46,46,46, Alice,PAR,111.9,88,1991-09-10,Yes
47,47,47, Robert,Mumbai,635.96,53,2003-12-04,Y
48,48,48,Dr. Robert,TYO,292.03,70,Qwo9O6,False
49,49,49,Mr. Sophia,DBX,297.24,2,vQzD1p,
50,50,50,Mr. Robert,Sydney,238.52,47,2011-05-07,Y
51,51,51, Alice,NYC,168.4,68,1987-11-01,
52,52,52,Mrs. John,LON,274.92,88,zmkMgl,Y
53,53,53,Mrs. Robert,NYC,201.41,59,1968-09-26,False
54,54,54,Mr. John,Paris,242.04,62,ZJFMAC,False
55,55,55,Ms. Sophia,Mumbai,180.36,87,0igR31,Y
56,56,56,Mr. Michael,Mumbai,591.26,56,1988-03-21,Y
57,57,57,Ms. Sophia,London,208.0,52,1954-04-08,Yes
58,58,58,Mr. David,New York,790.75,87,1957-12-05,
59,59,59,Mrs. John,Berlin,143.29,83,1987-04-13,
60,60,60,Dr. David,Dubai,630.5,66,1969-05-07,Y
61,61,61,Ms. Robert,Dubai,219.55,64,1977-03-10,Y
62,62,62, Michael,PAR,228.67,8,1957-01-10,N
63,63,63,Mrs. Sophia,Sydney,477.06,4,2007-06-06,Yes
64,64,64, Sophia,SYD,244.28,3,2007-06-14,N
65,65,65,Ms. Emily,Mumbai,77.4,78,2013-03-06,Y
66,66,66,Mrs. Alice,NYC,765.01,19,uh9g7M,Yes
67,67,67,Dr. Michael,Berlin,825.32,66,2020-08-28,False
68,68,68,Mrs. Emily,Berlin,589.02,19,2017-04-19,False
69,69,69,Mr. Olivia,Dubai,291.38,56,QV0YHy,False
70,70,70,Dr. Olivia,PAR,915.76,20,2008-12-09,No
71,71,71,Ms. John,New York,154.21,14,1973-09-20,N
72,72,72,Dr. John,Tokyo,237.38,16,1989-07-26,N
73,73,73, Robert,LON,682.77,74,1993-09-12,Y
74,74,74, Michael,BOM,816.48,71,1969-07-07,False
75,75,75,Mrs. Emily,BOM,453.03,45,aDQhHT,N
76,76,76,Ms. Sophia,LON,193.28,100,1960-12-05,True
77,77,77,Dr. David,NYC,98.2,6,1983-05-10,
78,78,78,Dr. Michael,TYO,280.05,95,2000-12-23,True
79,79,79,Mrs. Olivia,PAR,546.38,94,1987-07-10,N
80,80,80,Mrs. David,Sydney,555.62,65,Ki0vj4,False
81,81,81,Mrs. Robert,New York,783.11,18,1956-11-24,Y
82,82,82,Mrs. Sophia,DBX,930.59,4,1950-11-07,No
83,83,83,Ms. David,New York,900.0,70,1975-08-05,Yes
84,84,84, Michael,NYC,627.12,18,1969-06-25,No
85,85,85,Dr. John,TYO,570.53,64,2010-05-12,False
86,86,86, Olivia,TYO,461.31,43,1967-01-02,No
87,87,87, David,PAR,587.75,40,1980-12-18,N
88,88,88,Mr. Alice,Dubai,320.23,75,1962-12-11,No
89,89,89,Mrs. Emily,PAR,567.52,98,ODoX8p,Y
90,90,90, Olivia,LON,922.62,72,2011-08-01,No
91,91,91,Dr. Michael,BOM,734.21,37,1974-05-15,No
92,92,92,Mr. Olivia,Tokyo,977.32,97,2007-10-11,Y
93,93,93, Sophia,SYD,89.22,61,2002-10-22,N
94,94,94,Dr. John,PAR,462.71,83,2023-07-09,Yes
95,95,95,Mr. Michael,BER,604.96,53,1961-09-12,Y
96,96,96,Mrs. Sophia,BER,72.16,37,2019-08-21,N
97,97,97,Mrs. Alice,Mumbai,846.24,32,1955-08-12,
98,98,98,Mr. Olivia,Tokyo,569.71,94,2012-06-01,No
99,99,99,Mr. Alice,Tokyo,693.14,80,1999-09-26,Y
100,100,100,Mrs. Robert,BER,513.6,34,2013-11-15,Yes
101,101,101,Ms. David,Sydney,65.07,27,2017-10-04,N
102,102,102, David,TYO,809.5,23,1968-08-18,False
103,103,103,Mr. Sophia,NYC,100.02,59,1969-11-27,
104,104,104,Ms. Emily,New York,786.56,86,2011-07-12,N
105,105,105, David,TYO,452.44,65,dLR0eI,Y
106,106,106,Ms. Alice,New York,24.06,100,2004-10-23,False
107,107,107,Mr. Alice,Berlin,373.3,93,1991-12-09,Yes
108,108,108,Dr. Sophia,BER,402.53,93,2007-08-24,Yes
109,109,109,Ms. David,Berlin,559.64,44,2022-04-26,Y
110,110,110,Mrs. John,Dubai,220.17,33,1969-06-10,Yes
111,111,111,Mr. Michael,PAR,342.37,39,1971-06-16,Y
112,112,112,Ms. Olivia,TYO,821.28,20,2005-05-03,Y
113,113,113, Robert,Berlin,754.81,17,2007-02-04,Yes
114,114,114,Ms. John,Mumbai,149.97,13,1990-11-13,Yes
115,115,115,Ms. Sophia,New York,131.7,49,cFJkCg,N
116,116,116,Ms. David,LON,249.53,33,2012-09-20,Y
117,117,117, Sophia,PAR,396.78,60,2021-09-26,True
118,118,118,Mrs. David,Dubai,208.32,96,1993-01-03,No
119,119,119, Olivia,Berlin,703.94,7,1952-03-22,True
120,120,120,Ms. Alice,New York,575.57,100,1955-07-14,No
121,121,121, Emily,LON,57.32,13,1964-11-18,No
122,122,122,Dr. David,Sydney,452.03,98,2006-07-23,N
123,123,123,Mr. Robert,Berlin,870.48,68,1958-12-04,False
124,124,124,Ms. John,DBX,507.71,90,1968-07-09,False
125,125,125,Mrs. Alice,New York,530.61,95,1969-12-22,N
126,126,126,Dr. Alice,New York,73.98,48,rHMHTZ,False
127,127,127,Mrs. Robert,London,346.02,38,2008-09-08,Y
128,128,128,Mr. Olivia,TYO,156.46,33,2021-09-16,True
129,129,129,Mrs. Michael,TYO,322.94,80,2022-03-25,Y
130,130,130,Mrs. Michael,TYO,725.75,45,1988-12-09,No
131,131,131,Dr. Emily,Berlin,231.97,53,2013-06-17,N
132,132,132,Mr. Alice,SYD,841.86,18,2000-09-20,
133,133,133,Mrs. Sophia,TYO,132.01,41,2022-01-05,No
134,134,134,Mr. Sophia,LON,249.37,94,1961-09-13,False
135,135,135,Mr. John,London,401.47,46,1978-09-25,Yes
136,136,136,Ms. Robert,DBX,111.7,31,2014-06-08,N
137,137,137,Dr. Alice,Mumbai,152.25,37,1969-01-24,No
138,138,138,Mr. Sophia,BER,684.01,77,1997-09-05,Y
139,139,139, David,LON,357.96,16,2014-09-17,No
140,140,140,Mrs. Sophia,Paris,874.72,63,2018-04-14,False
141,141,141, John,PAR,882.37,35,2002-11-22,Yes
142,142,142,Mrs. Sophia,Mumbai,708.92,50,1975-07-28,No
143,143,143,Dr. Michael,Berlin,255.27,76,1966-06-16,N
144,144,144,Dr. Sophia,London,398.91,48,2018-08-03,Y
145,145,145,Dr. Emily,London,941.91,68,2012-10-16,N
146,146,146,Dr. Emily,Sydney,671.26,28,2019-06-28,No
147,147,147,Mrs. Alice,New York,65.93,3,1993-01-25,Y
148,148,148,Mrs. David,LON,87.52,76,1952-05-02,False
149,149,149,Mr. Michael,Paris,482.53,7,1952-02-26,True
150,150,150,Ms. Alice,NYC,27.38,84,1979-09-06,
151,151,151,Dr. Robert,Sydney,42.42,84,1991-11-01,No
152,152,152,Dr. John,LON,848.07,84,2021-10-20,False
153,153,153,Ms. David,Dubai,314.61,87,1957-08-17,Yes
154,154,154,Ms. Olivia,TYO,188.23,12,2000-01-25,True
155,155,155, John,Mumbai,92.81,15,1990-10-23,Y
156,156,156,Mrs. David,Paris,886.7,62,2011-11-13,
157,157,157,Mr. John,London,79.15,92,1970-10-01,Y
158,158,158,Mrs. Robert,Paris,435.93,15,1982-02-02,No
159,159,159,Dr. Emily,Sydney,319.47,48,1966-06-03,Y
160,160,160, Emily,Sydney,532.5,37,1957-11-16,
161,161,161,Mrs. John,TYO,95.59,18,n44wQU,Y
162,162,162,Ms. David,Tokyo,22.73,62,1976-04-14,Y
163,163,163,Ms. Emily,NYC,782.58,83,1977-09-07,N
164,164,164,Mrs. John,Tokyo,691.69,27,1966-06-21,N
165,165,165,Mr. David,Paris,141.15,95,1971-11-13,
166,166,166,Ms. Sophia,NYC,150.43,53,B1WYkD,Y
167,167,167, Emily,BER,235.84,17,2025-02-27,True
168,168,168,Mr. Emily,Dubai,803.65,2,1954-08-24,False
169,169,169,Ms. Olivia,NYC,557.72,84,2011-02-02,N
170,170,170,Mr. Emily,New York,890.09,98,1972-09-17,N
171,171,171,Dr. Alice,London,399.73,84,1965-11-28,Y
172,172,172,Mr. Emily,BER,711.56,74,1986-06-02,
173,173,173, Sophia,Mumbai,504.18,51,2000-08-16,No
174,174,174,Ms. Alice,New York,669.79,76,1958-06-23,True
175,175,175,Dr. Robert,Mumbai,438.5,57,1961-11-16,N
176,176,176,Dr. Robert,Dubai,941.83,34,1972-06-21,N
177,177,177,Mrs. Olivia,Paris,537.62,54,2017-04-23,Yes
178,178,178,Ms. Sophia,PAR,198.81,41,1982-09-26,No
179,179,179,Dr. Michael,Mumbai,505.12,4,9NEv4W,Y
180,180,180,Ms. Olivia,Mumbai,64.07,73,2014-06-24,No
181,181,181,Ms. John,NYC,342.83,36,1981-05-21,False
182,182,182,Ms. Sophia,NYC,785.93,60,1971-07-07,
183,183,183, Sophia,Tokyo,80.51,72,1955-11-23,Y
184,184,184,Mr. David,Dubai,138.13,48,1989-05-26,Yes
185,185,185,Dr. Robert,PAR,464.03,92,2022-12-06,No
186,186,186,Ms. Emily,PAR,642.28,66,2000-08-04,No
187,187,187, Sophia,PAR,42.62,47,2017-07-14,True
188,188,188,Mr. Olivia,Tokyo,350.87,73,1954-11-09,Y
189,189,189,Dr. Michael,Sydney,265.66,79,1978-07-14,N
190,190,190, David,NYC,536.53,23,1956-10-06,N
191,191,191,Ms. Olivia,PAR,674.55,53,KyhOhV,N
192,192,192,Ms. Robert,Sydney,886.78,42,1950-06-28,N
193,193,193,Mrs. David,BOM,854.42,42,1991-08-22,No
194,194,194,Dr. Michael,NYC,211.59,41,1965-09-08,
195,195,195,Ms. Olivia,LON,35.34,60,gkU5fs,N
196,196,196,Mrs. Michael,Dubai,40.65,46,1964-11-26,False
197,197,197, Olivia,BOM,871.92,86,1985-09-10,Yes
198,198,198,Ms. Robert,DBX,874.53,81,1971-01-05,False
199,199,199,Mr. Emily,BOM,433.29,46,1981-11-17,Y
200,200,200,Mr. David,Berlin,800.55,54,1984-10-18,False
201,201,201, Robert,LON,413.34,12,1989-02-06,False
202,202,202,Dr. John,SYD,362.65,58,2010-11-11,Yes
203,203,203,Ms. John,Sydney,348.67,99,2024-04-22,No
204,204,204,Mrs. Michael,New York,843.84,97,1954-04-13,N
205,205,205,Ms. Michael,Berlin,25.76,64,1976-07-25,False
206,206,206,Ms. David,DBX,264.57,64,ulm5An,N
207,207,207,Ms. Alice,Paris,482.38,57,1962-07-17,
208,208,208,Mr. Emily,Sydney,296.94,61,2008-10-18,True
209,209,209,Mr. Michael,BOM,236.57,44,2004-09-01,
210,210,210,Dr. Emily,BER,416.24,73,1984-08-11,True
211,211,211,Mr. Michael,Sydney,103.31,21,1962-12-20,Y
212,212,212,Mr. David,TYO,274.75,14,1952-06-11,Y
213,213,213,Ms. John,BER,375.54,91,O7uIrX,N
214,214,214,Dr. Michael,NYC,566.05,60,1985-01-23,True
215,215,215,Mr. Michael,DBX,909.88,39,0RfZ8X,N
216,216,216,Mrs. Sophia,Sydney,419.99,63,snbuch,No
217,217,217,Dr. John,SYD,687.85,4,1972-09-11,False
218,218,218,Mr. John,Dubai,227.76,87,1971-10-06,No
219,219,219,Mrs. Olivia,Sydney,771.35,40,1972-12-08,
220,220,220,Mr. Sophia,TYO,389.84,8,1994-10-25,False
221,221,221,Mr. David,Sydney,300.18,53,1973-11-01,No
222,222,222,Dr. Sophia,DBX,447.69,97,2002-06-06,Y
223,223,223, Olivia,PAR,570.66,15,2005-12-03,False
224,224,224,Dr. Michael,SYD,181.74,100,1973-05-13,True
225,225,225,Dr. Alice,BER,194.8,94,1984-12-27,True
226,226,226,Ms. Alice,TYO,690.09,39,2010-07-11,True
227,227,227,Ms. Alice,Sydney,488.89,72,1964-02-23,False
228,228,228,Mrs. Michael,PAR,561.67,69,2005-08-09,
229,229,229,Mr. Emily,LON,604.95,39,1960-11-25,
230,230,230,Ms. Emily,Tokyo,334.43,98,b1Obtg,
231,231,231,Mr. John,PAR,335.85,29,1976-01-09,False
232,232,232,Mr. Robert,LON,936.59,31,1994-01-28,True
233,233,233, Sophia,BER,788.06,19,1977-02-24,
234,234,234,Dr. Emily,BER,720.29,28,1962-08-25,Yes
235,235,235,Ms. Robert,Paris,989.04,33,GnmBsd,No
236,236,236, Alice,BOM,468.1,68,1970-12-02,No
237,237,237,Ms. Alice,New York,640.69,18,2015-06-15,N
238,238,238, Alice,PAR,326.68,4,2014-10-04,No
239,239,239,Dr. Sophia,PAR,429.72,89,2001-06-26,N
240,240,240,Ms. Sophia,New York,714.86,8,1951-02-03,True
241,241,241,Mr. Olivia,TYO,186.11,64,1988-07-20,True
242,242,242,Mrs. Robert,SYD,249.26,70,yWVdwm,Yes
243,243,243, Emily,TYO,242.79,100,2015-05-03,Y
244,244,244,Dr. Alice,Paris,350.87,22,2024-04-06,Yes
245,245,245,Mr. Emily,Berlin,19.2,78,1952-08-06,True
246,246,246,Mr. Sophia,Mumbai,159.29,14,2013-05-27,True
247,247,247,Mrs. John,Dubai,921.02,34,H7T696,True
248,248,248,Dr. Michael,DBX,424.11,68,1972-03-16,True
249,249,249, John,London,520.62,2,1951-11-15,
250,250,250,Mr. Robert,Paris,41.24,73,2000-02-21,No
251,251,251, Emily,Mumbai,870.45,18,2020-11-13,Yes
252,252,252,Ms. John,BER,324.61,92,0Vb95Y,False
253,253,253,Mr. Sophia,TYO,921.15,58,2020-08-23,Y
254,254,254,Mrs. Robert,Tokyo,459.89,3,1975-04-21,No
255,255,255,Dr. Emily,NYC,909.81,69,uNQkCr,True
256,256,256,Mrs. David,BOM,199.8,84,fzvKas,True
257,257,257,Mrs. David,Tokyo,930.8,98,1990-02-24,No
258,258,258,Mr. Michael,Sydney,263.15,90,2021-02-15,No
259,259,259,Ms. Alice,TYO,299.17,96,1983-03-01,Yes
260,260,260,Ms. Olivia,TYO,429.15,47,1987-04-09,
261,261,261,Mrs. Alice,TYO,33.69,11,2001-04-02,No
262,262,262, David,SYD,850.63,88,1952-09-16,No
263,263,263, Olivia,Dubai,244.23,9,QLcmDm,Y
264,264,264, Olivia,Paris,145.65,94,1987-01-10,Yes
265,265,265,Mrs. Olivia,Dubai,235.65,56,1995-05-24,Y
266,266,266,Mrs. David,Tokyo,280.56,42,2002-06-21,N
267,267,267, Sophia,London,333.42,69,1950-06-21,
268,268,268,Dr. Sophia,SYD,361.04,37,2018-03-21,Y
269,269,269,Ms. Olivia,BOM,189.91,14,1965-08-09,
270,270,270,Dr. David,PAR,362.0,44,O4xPSB,False
271,271,271,Dr. David,PAR,197.61,27,2011-09-19,True
272,272,272,Ms. David,DBX,409.0,33,1995-10-21,N
273,273,273,Mr. John,Paris,424.92,82,JyfDR7,Yes
274,274,274,Ms. Emily,London,204.53,34,1999-06-16,Yes
275,275,275, Alice,Tokyo,354.06,40,1953-01-01,True
276,276,276, Emily,Paris,955.59,29,2006-07-07,Yes
277,277,277,Dr. John,BOM,297.38,62,1954-05-11,
278,278,278,Mr. Alice,PAR,553.13,67,1980-01-23,No
279,279,279,Dr. Alice,LON,354.06,28,z4dMpL,No
280,280,280, Sophia,NYC,705.76,20,1978-10-26,False
281,281,281,Mr. Robert,Tokyo,275.66,93,2008-06-24,
282,282,282,Ms. Sophia,BOM,117.89,4,1979-11-12,False
283,283,283,Dr. David,Berlin,100.71,15,1981-04-27,N
284,284,284,Dr. Robert,PAR,566.75,8,2018-03-14,N
285,285,285,Ms. David,London,858.05,35,1991-02-01,Y
286,286,286, David,PAR,733.2,3,1950-12-23,False
287,287,287,Dr. David,New York,131.71,19,2025-05-22,Y
288,288,288,Dr. Michael,PAR,650.17,2,2024-04-26,Y
289,289,289,Dr. Emily,Dubai,769.78,39,2012-01-15,Yes
290,290,290, Alice,SYD,58.65,90,9k6uO6,False
291,291,291, Alice,DBX,395.68,64,1966-06-01,Yes
292,292,292,Ms. Olivia,BOM,550.38,9,1959-03-27,
293,293,293,Mr. Sophia,Mumbai,372.61,99,1990-04-28,Yes
294,294,294,Mr. Emily,PAR,645.19,61,2014-06-21,N
295,295,295, Sophia,NYC,864.68,33,1989-02-23,True
296,296,296, Robert,New York,355.6,12,1962-09-15,N
297,297,297,Dr. Emily,London,241.09,10,1957-01-26,No
298,298,298,Mrs. Michael,Berlin,478.51,29,1967-08-05,No
299,299,299,Dr. David,SYD,799.64,28,2022-08-14,Yes
300,300,300,Dr. John,LON,868.1,100,1958-03-19,False
301,301,301, Robert,NYC,90.32,31,1991-04-17,True
302,302,302,Ms. Olivia,Tokyo,226.79,32,1963-05-22,Yes
303,303,303,Mrs. John,BER,279.43,48,1996-05-27,Yes
304,304,304,Mrs. David,BER,777.19,63,1982-06-17,False
305,305,305, Olivia,BER,794.38,52,1967-07-18,N
306,306,306,Dr. Olivia,SYD,817.94,51,2002-07-21,True
307,307,307,Ms. Robert,Mumbai,360.94,92,2011-08-25,False
308,308,308,Dr. Robert,BOM,311.06,65,1989-04-01,No
309,309,309,Ms. John,Tokyo,305.32,62,2005-07-21,No
310,310,310, Alice,Mumbai,199.61,94,1979-01-06,Y
311,311,311,Mrs. Emily,PAR,785.02,86,1953-03-27,No
312,312,312, Emily,BOM,789.97,34,1985-07-06,No
313,313,313,Mrs. Emily,BOM,697.3,56,1969-09-27,No
314,314,314,Mr. Olivia,BOM,412.36,57,23ZP0G,False
315,315,315, Sophia,PAR,107.46,10,1959-06-14,Y
316,316,316, Michael,LON,537.52,78,2024-04-05,True
317,317,317,Mrs. Emily,SYD,980.76,30,2011-12-16,False
318,318,318,Dr. Emily,Mumbai,456.44,12,mWAVVz,Yes
319,319,319, John,LON,47.01,94,1950-09-10,N
320,320,320, Sophia,Mumbai,77.43,69,2016-05-23,N
321,321,321, Olivia,Mumbai,703.97,41,2002-04-18,N
322,322,322,Dr. David,Dubai,585.23,31,1980-07-15,Y
323,323,323,Mrs. John,Berlin,390.22,83,1966-04-27,No
324,324,324,Mrs. Emily,Paris,609.77,100,2020-07-27,False
325,325,325,Mrs. Robert,BER,245.03,31,1962-07-01,True
326,326,326,Dr. Sophia,Dubai,966.21,98,1952-11-14,Yes
327,327,327,Mrs. Olivia,Paris,438.78,94,BU9qi7,
328,328,328,Mr. Michael,Mumbai,126.08,74,1952-05-28,True
329,329,329,Mrs. John,TYO,117.89,4,gpij6t,Yes
330,330,330,Mr. Alice,New York,892.27,12,1993-05-23,No
331,331,331,Ms. Olivia,Tokyo,26.7,82,1975-10-13,Yes
332,332,332,Mrs. Emily,DBX,226.19,82,2010-01-27,False
333,333,333,Ms. Emily,New York,617.43,22,1996-10-24,N
334,334,334,Ms. Sophia,BOM,817.58,80,1993-08-26,
335,335,335, Michael,NYC,357.7,50,1992-10-25,No
336,336,336,Mr. Olivia,TYO,605.06,50,ABimtI,No
337,337,337,Dr. Robert,Mumbai,110.98,55,1975-03-27,False
338,338,338,Mr. Olivia,Paris,164.06,33,r0plkx,N
339,339,339,Dr. Robert,BOM,483.13,72,1980-09-05,No
340,340,340,Dr. Michael,London,539.65,34,1986-02-04,Y
341,341,341,Dr. Robert,Mumbai,803.54,56,2005-01-06,Y
342,342,342,Mrs. David,Tokyo,430.77,25,2022-12-26,No
343,343,343,Mr. Robert,BOM,141.88,57,2007-04-19,True
344,344,344, Sophia,Paris,208.2,73,1960-06-02,True
345,345,345,Mr. Sophia,New York,56.47,82,2022-07-13,Y
346,346,346,Mr. Michael,New York,315.98,55,vEebcS,Yes
347,347,347,Dr. Olivia,SYD,974.49,80,1996-06-01,Yes
348,348,348,Dr. John,TYO,62.08,98,1977-05-04,No
349,349,349, Michael,NYC,277.92,63,2014-11-20,No
350,350,350,Dr. Robert,DBX,507.31,37,1999-07-21,N
351,351,351,Mrs. Sophia,Berlin,544.99,12,2021-01-07,Yes
352,352,352, John,TYO,27.38,25,NaS5D3,No
353,353,353, John,Sydney,729.84,37,1986-10-12,
354,354,354, Sophia,DBX,644.75,71,1984-02-03,Yes
355,355,355, Robert,Tokyo,656.02,67,1990-02-03,Y
356,356,356,Ms. Michael,DBX,621.9,52,1953-06-27,
357,357,357,Mr. John,LON,346.61,67,1986-11-28,Yes
358,358,358, John,NYC,490.23,33,2015-06-08,True
359,359,359,Ms. John,PAR,298.45,29,2005-03-19,Yes
360,360,360,Mrs. Emily,New York,430.29,94,1972-09-11,Yes
361,361,361,Ms. John,DBX,196.8,47,2004-01-04,
362,362,362,Ms. Sophia,London,478.61,80,2025-05-20,True
363,363,363,Mrs. John,TYO,377.98,21,1961-06-28,No
364,364,364,Mr. David,New York,953.89,27,2010-06-12,Y
365,365,365,Ms. David,Berlin,870.47,12,1959-07-02,False
366,366,366,Ms. Michael,Mumbai,606.66,13,1984-08-20,
367,367,367,Mrs. David,Paris,372.23,22,jPH8x9,
368,368,368, John,Tokyo,480.44,9,2002-07-10,No
369,369,369,Ms. Olivia,BOM,451.69,91,2016-02-23,True
370,370,370,Ms. John,Tokyo,978.09,92,1984-03-22,No
371,371,371,Mrs. Alice,SYD,727.04,80,1993-07-20,False
372,372,372, Olivia,Tokyo,127.49,5,h79oTS,N
373,373,373,Dr. Sophia,DBX,566.6,78,2020-10-13,
374,374,374,Ms. Robert,TYO,320.97,66,1979-12-24,True
375,375,375,Dr. Alice,Mumbai,488.41,61,EVWtj2,
376,376,376,Dr. Emily,Tokyo,355.24,59,2022-01-07,True
377,377,377,Ms. Emily,BER,60.48,44,2018-07-18,Y
378,378,378,Dr. Olivia,Dubai,208.24,9,1985-10-17,Yes
379,379,379,Ms. Sophia,TYO,359.74,3,2000-03-10,
380,380,380,Mr. Olivia,BOM,215.59,64,1974-09-17,No
381,381,381,Mr. Michael,SYD,972.8,27,1952-04-16,Y
382,382,382,Mrs. Robert,SYD,335.16,73,1975-08-27,Y
383,383,383,Mr. Alice,Tokyo,310.28,98,2018-02-21,Y
384,384,384, Robert,Berlin,683.19,11,1992-08-09,False
385,385,385, Olivia,Sydney,165.1,92,1963-12-15,True
386,386,386,Mr. Sophia,TYO,124.31,69,1971-04-13,False
387,387,387, Olivia,NYC,414.47,64,1974-01-11,Yes
388,388,388,Mrs. Robert,New York,545.14,6,1972-04-28,No
389,389,389,Mr. Emily,Tokyo,334.93,15,1962-11-15,
390,390,390,Mrs. Sophia,Tokyo,806.44,47,1961-06-12,Y
391,391,391,Dr. David,Tokyo,832.24,8,2013-08-09,True
392,392,392,Mr. Robert,Dubai,583.63,65,1950-12-24,Yes
393,393,393,Dr. David,Dubai,44.89,53,2012-02-01,Y
394,394,394, John,Sydney,976.42,26,2006-07-09,N
395,395,395,Mr. Emily,TYO,890.85,69,1996-06-01,N
396,396,396,Mrs. Emily,NYC,868.44,52,DScpd6,N
397,397,397,Mrs. David,Berlin,145.27,19,1976-08-06,Yes
398,398,398,Mrs. Emily,Berlin,752.72,7,Ae9hcU,Yes
399,399,399,Ms. Emily,London,56.35,35,2021-06-03,
400,400,400, Olivia,BOM,140.06,80,L4fFwo,
401,401,401,Mr. David,BOM,55.7,23,1984-10-02,
402,402,402,Mr. Emily,PAR,58.13,20,j6hPmW,Yes
403,403,403,Mr. Michael,LON,24.34,94,2020-07-21,False
404,404,404,Dr. Olivia,New York,185.09,77,2015-06-19,N
405,405,405,Dr. Olivia,Berlin,21.2,28,2009-06-08,
406,406,406, Sophia,Paris,452.49,52,1986-03-24,Yes
407,407,407, Sophia,BOM,364.44,93,2018-12-21,Yes
408,408,408, John,SYD,478.72,25,2015-12-15,Y
409,409,409,Dr. Emily,Paris,509.9,29,1993-05-20,False
410,410,410,Ms. Michael,DBX,100.02,32,1964-03-27,Y
411,411,411,Ms. Olivia,London,306.23,92,1951-12-22,N
412,412,412,Ms. Michael,LON,120.44,4,1977-08-17,Y
413,413,413,Ms. John,BOM,605.75,92,1985-01-21,Yes
414,414,414,Mr. Robert,Berlin,730.82,2,2022-04-09,False
415,415,415, John,Mumbai,94.56,81,2019-11-22,Yes
416,416,416, Alice,Sydney,98.53,95,1992-06-19,N
417,417,417,Dr. David,DBX,857.14,80,1964-06-08,No
418,418,418,Dr. Emily,DBX,788.01,59,1989-08-18,Yes
419,419,419,Dr. Sophia,Berlin,752.7,73,1996-03-03,No
420,420,420,Mrs. Alice,NYC,786.32,44,1959-06-05,N
421,421,421, Sophia,PAR,415.62,83,2001-03-05,False
422,422,422,Dr. John,SYD,826.25,12,1989-07-20,Yes
423,423,423,Ms. Emily,LON,665.03,69,2004-09-13,No
424,424,424,Dr. Robert,Berlin,687.26,21,1980-10-19,False
425,425,425,Ms. Sophia,BER,747.7,8,1955-03-28,False
